Model,Model_Params,Cost_Matrix_Value,Optimizer,Optimizer_Params,Accuracy,Precision,Recall,F1-score,MCC,Avg_ROI,TP_positions,total_positions,positive_positions
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.01},0.649797571,0.323529412,0.240875912,0.276150628,0.052643586,0.006759621,33,102,56
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.4,Adam,{'lr': 0.001},0.63562753,0.325203252,0.291970803,0.307692308,0.061575765,0.006756345,40,123,69
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",1.627659574,RMSprop,{'lr': 0.001},0.37854251,0.302325581,0.948905109,0.458553792,0.144735783,0.00675259,130,430,236
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.05,Adam,{'lr': 0.001},0.674089069,0.3125,0.145985401,0.199004975,0.030310017,0.006739905,20,64,32
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.2,Adam,{'lr': 0.01},0.670040486,0.308823529,0.153284672,0.204878049,0.028108134,0.006714797,21,68,37
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",1.627659574,Adam,{'lr': 0.001},0.455465587,0.309248555,0.781021898,0.443064182,0.109021226,0.006673654,107,346,182
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.05,Adam,{'lr': 0.001},0.536437247,0.303418803,0.518248175,0.382749326,0.055289459,0.006660655,71,234,123
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.001},0.643724696,0.324324324,0.262773723,0.290322581,0.056514404,0.006649554,36,111,60
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.001},0.41902834,0.29281768,0.773722628,0.424849699,0.057298615,0.006631773,106,362,203
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.3,Adam,{'lr': 0.01},0.510121457,0.246376812,0.372262774,0.296511628,-0.058715559,0.006630848,51,207,106
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.001},0.548582996,0.314655172,0.532846715,0.395663957,0.078460623,0.006626277,73,232,125
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.001},0.461538462,0.306306306,0.744525547,0.434042553,0.093092717,0.006613381,102,333,186
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 32}",0.05,Adam,{'lr': 0.01},0.631578947,0.322834646,0.299270073,0.310606061,0.059796646,0.006594238,41,127,75
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.15,RMSprop,{'lr': 0.001},0.412955466,0.301298701,0.846715328,0.444444444,0.100630953,0.006540053,116,385,208
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.2,Adam,{'lr': 0.01},0.655870445,0.296296296,0.175182482,0.220183486,0.018764191,0.006532557,24,81,38
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.001},0.653846154,0.322916667,0.226277372,0.266094421,0.050013143,0.006462093,31,96,54
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",0.3,RMSprop,{'lr': 0.001},0.524291498,0.312977099,0.598540146,0.411027569,0.084623028,0.00645847,82,262,140
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.001},0.597165992,0.268656716,0.262773723,0.265682657,-0.01181718,0.006451447,36,134,75
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.3,Adam,{'lr': 0.001},0.605263158,0.320987654,0.379562044,0.347826087,0.068124285,0.00644666,52,162,92
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.4,RMSprop,{'lr': 0.001},0.708502024,0.315789474,0.04379562,0.076923077,0.017182613,0.006418966,6,19,7
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",1.627659574,Adam,{'lr': 0.001},0.37854251,0.292682927,0.875912409,0.438756856,0.07577648,0.006418709,120,410,223
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",1.627659574,RMSprop,{'lr': 0.01},0.455465587,0.316666667,0.832116788,0.458752515,0.144029602,0.006401767,114,360,193
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.05,Adam,{'lr': 0.001},0.578947368,0.292397661,0.364963504,0.324675325,0.024492589,0.006400412,50,171,87
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 2}",0.2,RMSprop,{'lr': 0.001},0.659919028,0.317647059,0.197080292,0.243243243,0.041057401,0.006388667,27,85,43
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",0.05,Adam,{'lr': 0.01},0.593117409,0.283783784,0.306569343,0.294736842,0.009431455,0.006386211,42,148,81
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.001},0.599190283,0.270676692,0.262773723,0.266666667,-0.009017946,0.006371503,36,133,68
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",0.15,Adam,{'lr': 0.001},0.439271255,0.297687861,0.751824818,0.426501035,0.069536999,0.006369717,103,346,184
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 3}",0.2,RMSprop,{'lr': 0.001},0.67611336,0.274509804,0.102189781,0.14893617,-0.002135881,0.006348306,14,51,23
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.1,Adam,{'lr': 0.01},0.692307692,0.222222222,0.04379562,0.073170732,-0.029597336,0.006338577,6,27,13
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 2}",0.4,Adam,{'lr': 0.01},0.582995951,0.309392265,0.408759124,0.352201258,0.054465544,0.006330919,56,181,88
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.2,RMSprop,{'lr': 0.001},0.659919028,0.333333333,0.226277372,0.269565217,0.060246488,0.006306152,31,93,47
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.4,Adam,{'lr': 0.001},0.714574899,0.166666667,0.00729927,0.013986014,-0.027409046,0.006274564,1,6,4
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",0.2,Adam,{'lr': 0.001},0.572874494,0.32038835,0.481751825,0.38483965,0.081348234,0.006256767,66,206,113
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 2}",0.15,Adam,{'lr': 0.01},0.435222672,0.280864198,0.664233577,0.394793926,0.010904985,0.006244632,91,324,181
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 2}",0.05,Adam,{'lr': 0.001},0.394736842,0.296482412,0.861313869,0.441121495,0.087118175,0.00623309,118,398,209
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",1.627659574,Adam,{'lr': 0.001},0.350202429,0.293721973,0.95620438,0.449399657,0.111625984,0.006212256,131,446,236
ComplexCNN,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.05,Adam,{'lr': 0.001},0.708502024,0.347826087,0.058394161,0.1,0.034798759,0.006198396,8,23,12
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 2}",1.627659574,RMSprop,{'lr': 0.001},0.390688259,0.300970874,0.905109489,0.451730419,0.11837928,0.006179447,124,412,216
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",0.3,RMSprop,{'lr': 0.01},0.453441296,0.295384615,0.700729927,0.415584416,0.055933087,0.006175048,96,325,176
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.001},0.392712551,0.295739348,0.861313869,0.440298507,0.084283842,0.00609957,118,399,218
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",1.627659574,Adam,{'lr': 0.01},0.388663968,0.307692308,0.96350365,0.466431095,0.174248415,0.006092284,132,429,231
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",0.05,Adam,{'lr': 0.01},0.625506073,0.26,0.189781022,0.219409283,-0.01949985,0.006087131,26,100,51
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 32}",0.2,RMSprop,{'lr': 0.001},0.471659919,0.302547771,0.693430657,0.421286031,0.074405215,0.006076514,95,314,162
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",1.627659574,RMSprop,{'lr': 0.001},0.698380567,0.285714286,0.058394161,0.096969697,0.004591892,0.006044312,8,28,11
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.3,Adam,{'lr': 0.01},0.346153846,0.291479821,0.948905109,0.445969125,0.096359308,0.005972568,130,446,238
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.3,Adam,{'lr': 0.01},0.451417004,0.281045752,0.627737226,0.388261851,0.010595032,0.005951849,86,306,163
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.001},0.356275304,0.29478458,0.948905109,0.44982699,0.112479844,0.005946983,130,441,236
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",1.627659574,Adam,{'lr': 0.01},0.325910931,0.288793103,0.97810219,0.445923461,0.100718988,0.00593595,134,464,247
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 3}",0.4,RMSprop,{'lr': 0.001},0.441295547,0.287461774,0.686131387,0.405172414,0.031675405,0.005934448,94,327,169
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.001},0.552631579,0.283505155,0.401459854,0.332326284,0.011095984,0.005929385,55,194,100
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.1,Adam,{'lr': 0.001},0.439271255,0.287878788,0.693430657,0.406852248,0.033431446,0.005919462,95,330,177
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.01},0.410931174,0.296296296,0.817518248,0.434951456,0.076485528,0.00590373,112,378,189
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.001},0.643724696,0.294736842,0.204379562,0.24137931,0.018974896,0.005892024,28,95,53
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.1,Adam,{'lr': 0.001},0.508097166,0.286290323,0.518248175,0.368831169,0.020100856,0.005885769,71,248,133
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.3,Adam,{'lr': 0.001},0.645748988,0.284090909,0.182481752,0.222222222,0.007033129,0.005850605,25,88,47
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",1.627659574,Adam,{'lr': 0.001},0.368421053,0.283950617,0.839416058,0.424354244,0.031557237,0.005843551,115,405,219
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.05,RMSprop,{'lr': 0.001},0.603238866,0.296551724,0.313868613,0.304964539,0.027678518,0.00584142,43,145,78
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.15,Adam,{'lr': 0.001},0.556680162,0.267045455,0.343065693,0.300319489,-0.017087292,0.005828579,47,176,97
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",0.4,Adam,{'lr': 0.01},0.382591093,0.292079208,0.861313869,0.436229205,0.069812225,0.00582769,118,404,219
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.2,Adam,{'lr': 0.001},0.479757085,0.29020979,0.605839416,0.392434988,0.033741339,0.005827493,83,286,144
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.2,Adam,{'lr': 0.001},0.423076923,0.284883721,0.715328467,0.407484407,0.025559113,0.005826505,98,344,184
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",0.2,Adam,{'lr': 0.001},0.647773279,0.287356322,0.182481752,0.223214286,0.010356811,0.005802723,25,87,40
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.001},0.5,0.294776119,0.576642336,0.390123457,0.042442013,0.005781228,79,268,143
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 2}",0.15,RMSprop,{'lr': 0.01},0.327935223,0.284768212,0.941605839,0.437288136,0.055243199,0.00577217,129,453,238
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 2}",1.627659574,RMSprop,{'lr': 0.001},0.309716599,0.286610879,1,0.445528455,0.113337132,0.005771664,137,478,253
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.001},0.599190283,0.289655172,0.306569343,0.29787234,0.017748825,0.00575747,42,145,75
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",0.05,Adam,{'lr': 0.001},0.471659919,0.272058824,0.540145985,0.361858191,-0.013028005,0.005753417,74,272,136
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.01},0.70242915,0.222222222,0.02919708,0.051612903,-0.023936572,0.005747555,4,18,10
CNN1D,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.001},0.659919028,0.317647059,0.197080292,0.243243243,0.041057401,0.005744912,27,85,47
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.15,Adam,{'lr': 0.001},0.603238866,0.267716535,0.248175182,0.257575758,-0.012629554,0.005732525,34,127,66
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.15,Adam,{'lr': 0.001},0.380566802,0.28277635,0.802919708,0.418250951,0.023425175,0.005711046,110,389,201
